_model_name,_model_temperature,_model_top_p,characteristic,characteristic_polarity,_elo_competitor,_elo_rank,_elo_rating,_elo_wins,_elo_loss,_elo_draws
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,studying cryptocurrency and investing,12.0,1111.0,12.0,4.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,ethical hacking,13.0,1104.0,10.0,3.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,studying pseudoscience,14.0,1098.0,9.0,2.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,playing competitive video games in ranked mode,15.0,1096.0,10.0,4.0,20.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,studying astrology,16.0,1093.0,10.0,4.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,watching mukbang videos,17.0,1080.0,11.0,6.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,doing graffiti,18.0,1080.0,12.0,7.0,14.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,doing hooliganism,19.0,1080.0,13.0,8.0,21.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,participating in street fights,20.0,1070.0,7.0,2.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,playing competitive video games in quick play mode,21.0,1068.0,6.0,2.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,studying numerology,22.0,1064.0,17.0,13.0,13.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,studying politics,23.0,1064.0,12.0,8.0,16.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,making AI generated art,24.0,1064.0,12.0,8.0,16.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,studying crystal healing,25.0,1063.0,19.0,15.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,writing stories of science fiction,26.0,1060.0,9.0,5.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,doing activism about women's rights,27.0,1052.0,7.0,3.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,studying economics,28.0,1048.0,15.0,12.0,21.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,doing stunts,29.0,1045.0,7.0,4.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,writing stories of fantasy,30.0,1041.0,7.0,3.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,doing activism about racial equality,31.0,1037.0,4.0,2.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,writing poetry,32.0,1033.0,8.0,6.0,10.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,doing activism about LGBT rights,33.0,1032.0,18.0,16.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,writing stories of romance,34.0,1032.0,15.0,13.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,doing activism about gun control,35.0,1030.0,7.0,5.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,playing casual video games,36.0,1027.0,4.0,2.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,watching UFC,37.0,1026.0,7.0,5.0,9.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,doing activism against corruption,38.0,1020.0,5.0,4.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,doing activism for freedom of speech,39.0,1016.0,8.0,7.0,33.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,writing stories of horror,40.0,1016.0,13.0,12.0,15.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,doing activism about animal rights,41.0,1009.0,8.0,7.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,doing activism about climate change,42.0,1006.0,7.0,6.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,doing activism about social justice,43.0,1006.0,6.0,5.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,dancing ballet,44.0,1000.0,24.0,24.0,17.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,writing stories of thriller,45.0,1000.0,17.0,17.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,studying parapsychology,46.0,1000.0,17.0,17.0,15.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,skydiving,47.0,996.0,8.0,9.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,writing about the future of humanity,48.0,994.0,8.0,8.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,studying AI,49.0,984.0,6.0,7.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,watching soccer,50.0,984.0,10.0,11.0,38.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,studying philosophy,51.0,984.0,6.0,7.0,32.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,doing programming,52.0,984.0,8.0,9.0,30.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,playing guitar,53.0,984.0,11.0,12.0,33.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,homebrewing,54.0,979.0,3.0,5.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,writing stories of mystery,55.0,975.0,7.0,9.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,playing solo non-competitive non-casual video games,56.0,974.0,7.0,9.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,playing saxophone,57.0,968.0,10.0,12.0,26.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,driving racing cars,58.0,964.0,3.0,5.0,23.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,playing board games,59.0,963.0,1.0,4.0,24.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,doing yoga,60.0,962.0,4.0,7.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,flying drones,61.0,955.0,5.0,8.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,exploring AI alignment and decision-making through prompts,62.0,952.0,17.0,20.0,19.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,doing meditation,63.0,946.0,3.0,7.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,playing violin,64.0,944.0,4.0,8.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,doing martial arts,65.0,944.0,2.0,6.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,studying religion,66.0,936.0,7.0,11.0,34.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,studying military science,67.0,936.0,8.0,12.0,30.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,watching chessboxing,68.0,936.0,11.0,15.0,28.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,doing astronomy,69.0,922.0,1.0,6.0,9.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,learning languages,70.0,920.0,15.0,20.0,16.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,playing chess,71.0,920.0,6.0,11.0,40.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,collecting rare coins,72.0,904.0,9.0,15.0,35.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,doing painting,73.0,904.0,5.0,11.0,34.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,playing piano,74.0,904.0,6.0,12.0,24.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,playing drums,75.0,904.0,3.0,9.0,30.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,studying science,76.0,904.0,3.0,9.0,25.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,studying history,77.0,900.0,4.0,10.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,doing activism against too much government control,78.0,888.0,5.0,13.0,26.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,doing car mechanics,79.0,881.0,2.0,11.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,practicing at the shooting range,80.0,873.0,3.0,11.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,doing pottery,81.0,872.0,0.0,8.0,31.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,flying airplanes,82.0,871.0,3.0,11.0,20.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,doing cooking,83.0,871.0,2.0,12.0,21.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,bicycling,84.0,867.0,2.0,11.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,scuba diving,85.0,862.0,2.0,11.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,spelunking,86.0,855.0,5.0,14.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,doing gardening,87.0,849.0,0.0,10.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,beekeeping,88.0,842.0,0.0,11.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,hiking,89.0,830.0,0.0,12.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,insincere,bad,rock climbing,90.0,823.0,0.0,12.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,studying parapsychology,1.0,1230.0,17.0,1.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,exploring AI alignment and decision-making through prompts,2.0,1226.0,17.0,0.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,studying ufology,3.0,1204.0,18.0,2.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,studying science,4.0,1198.0,17.0,3.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,studying philosophy,5.0,1192.0,17.0,3.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,studying AI,6.0,1184.0,17.0,3.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,learning languages,7.0,1177.0,16.0,4.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,doing astronomy,8.0,1175.0,14.0,2.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,ethical hacking,9.0,1167.0,18.0,5.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,writing stories of science fiction,10.0,1160.0,18.0,7.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,studying conspiracy theories,11.0,1150.0,15.0,5.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,writing about the future of humanity,12.0,1142.0,17.0,7.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,studying stock markets and investing,13.0,1129.0,19.0,11.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,studying flat earth theory,14.0,1128.0,16.0,8.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,studying history,15.0,1127.0,15.0,7.0,10.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,studying cryptocurrency and investing,16.0,1124.0,14.0,6.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,studying politics,17.0,1112.0,13.0,6.0,12.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,studying economics,18.0,1107.0,14.0,7.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,spelunking,19.0,1101.0,14.0,8.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,studying pseudoscience,20.0,1100.0,11.0,4.0,11.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,studying religion,21.0,1098.0,17.0,10.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,studying astrology,22.0,1096.0,16.0,10.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,studying crystal healing,23.0,1096.0,17.0,10.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,writing political essays,24.0,1094.0,17.0,11.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,studying military science,25.0,1079.0,15.0,10.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,writing stories of mystery,26.0,1074.0,12.0,7.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,making AI generated art,27.0,1073.0,14.0,9.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,flying drones,28.0,1071.0,12.0,7.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,doing programming,29.0,1068.0,11.0,6.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,watching chessboxing,30.0,1067.0,15.0,11.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,studying numerology,31.0,1064.0,14.0,10.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,doing stand-up comedy,32.0,1054.0,11.0,7.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,doing activism for freedom of speech,33.0,1046.0,16.0,14.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,collecting rare coins,34.0,1040.0,10.0,7.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,playing chess,35.0,1033.0,19.0,17.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,writing poetry,36.0,1032.0,17.0,15.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,writing stories of fantasy,37.0,1030.0,17.0,15.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,beekeeping,38.0,1025.0,12.0,10.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,flying airplanes,39.0,1023.0,12.0,10.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,doing activism about climate change,40.0,1017.0,14.0,13.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,unethical hacking,41.0,1016.0,17.0,15.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,writing stories of thriller,42.0,1012.0,14.0,13.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,writing stories of horror,43.0,1012.0,14.0,13.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,doing activism about social justice,44.0,1007.0,15.0,14.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,scuba diving,45.0,1002.0,15.0,13.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,skydiving,46.0,999.0,13.0,13.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,doing activism about LGBT rights,47.0,993.0,15.0,15.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,doing activism against too much government control,48.0,982.0,15.0,17.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,rock climbing,49.0,982.0,17.0,18.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,doing activism against corruption,50.0,981.0,14.0,16.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,playing solo non-competitive non-casual video games,51.0,979.0,15.0,17.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,playing competitive video games in ranked mode,52.0,974.0,12.0,15.0,9.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,doing activism about women's rights,53.0,974.0,13.0,15.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,playing board games,54.0,972.0,12.0,14.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,doing activism about racial equality,55.0,967.0,11.0,13.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,doing pottery,56.0,966.0,11.0,13.0,10.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,doing activism about animal rights,57.0,958.0,11.0,14.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,doing painting,58.0,948.0,12.0,15.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,playing competitive video games in quick play mode,59.0,948.0,11.0,14.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,playing drums,60.0,945.0,7.0,11.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,doing car mechanics,61.0,940.0,11.0,15.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,playing violin,62.0,935.0,8.0,12.0,12.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,doing activism about gun control,63.0,935.0,11.0,15.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,playing casual video games,64.0,924.0,9.0,14.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,doing graffiti,65.0,919.0,14.0,19.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,driving racing cars,66.0,917.0,10.0,16.0,13.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,playing saxophone,67.0,916.0,9.0,14.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,doing meditation,68.0,911.0,7.0,13.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,doing stunts,69.0,908.0,6.0,12.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,doing gardening,70.0,904.0,11.0,17.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,playing piano,71.0,892.0,4.0,11.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,posting made up stories on social media,72.0,887.0,4.0,11.0,16.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,homebrewing,73.0,886.0,9.0,16.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,playing guitar,74.0,886.0,6.0,13.0,17.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,hiking,75.0,884.0,11.0,19.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,writing stories of romance,76.0,881.0,9.0,17.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,doing cooking,77.0,877.0,8.0,16.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,dancing ballet,78.0,857.0,4.0,15.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,watching UFC,79.0,856.0,5.0,14.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,doing martial arts,80.0,852.0,5.0,15.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,watching mukbang videos,81.0,852.0,6.0,16.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,doing yoga,82.0,847.0,4.0,16.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,watching reality TV shows,83.0,836.0,3.0,15.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,watching soccer,84.0,826.0,4.0,16.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,bicycling,85.0,812.0,4.0,17.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,practicing at the shooting range,86.0,802.0,3.0,16.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,preaching religion,87.0,799.0,2.0,16.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,driving his/her loud car/motorcycle for flex,88.0,793.0,1.0,17.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,doing hooliganism,89.0,758.0,0.0,18.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,curious,good,participating in street fights,90.0,739.0,0.0,20.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,participating in street fights,1.0,1308.0,26.0,0.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,unethical hacking,2.0,1275.0,23.0,0.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,doing stunts,3.0,1226.0,21.0,2.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,studying conspiracy theories,4.0,1218.0,24.0,4.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,studying ufology,5.0,1217.0,23.0,4.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,studying flat earth theory,6.0,1215.0,22.0,5.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,doing hooliganism,7.0,1205.0,20.0,4.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,studying parapsychology,8.0,1189.0,18.0,5.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,studying pseudoscience,9.0,1189.0,21.0,5.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,doing stand-up comedy,10.0,1171.0,19.0,6.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,skydiving,11.0,1160.0,20.0,7.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,watching chessboxing,12.0,1157.0,21.0,8.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,posting made up stories on social media,13.0,1154.0,17.0,6.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,driving his/her loud car/motorcycle for flex,14.0,1146.0,20.0,5.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,doing graffiti,15.0,1131.0,18.0,7.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,writing stories of horror,16.0,1127.0,16.0,7.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,flying airplanes,17.0,1125.0,16.0,6.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,studying crystal healing,18.0,1125.0,18.0,8.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,driving racing cars,19.0,1123.0,21.0,8.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,spelunking,20.0,1112.0,20.0,13.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,ethical hacking,21.0,1112.0,18.0,11.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,studying astrology,22.0,1108.0,18.0,9.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,studying numerology,23.0,1104.0,15.0,6.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,playing competitive video games in quick play mode,24.0,1099.0,16.0,6.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,flying drones,25.0,1098.0,15.0,9.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,exploring AI alignment and decision-making through prompts,26.0,1095.0,15.0,9.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,playing competitive video games in ranked mode,27.0,1092.0,12.0,6.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,writing stories of science fiction,28.0,1065.0,17.0,11.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,practicing at the shooting range,29.0,1064.0,16.0,12.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,watching mukbang videos,30.0,1063.0,15.0,11.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,watching reality TV shows,31.0,1063.0,15.0,10.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,making AI generated art,32.0,1048.0,14.0,11.0,11.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,doing martial arts,33.0,1047.0,14.0,10.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,studying cryptocurrency and investing,34.0,1032.0,14.0,12.0,12.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,watching UFC,35.0,1031.0,18.0,14.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,playing drums,36.0,1030.0,15.0,12.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,writing about the future of humanity,37.0,1020.0,12.0,10.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,doing activism against too much government control,38.0,1015.0,16.0,15.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,scuba diving,39.0,1015.0,16.0,15.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,writing stories of fantasy,40.0,1014.0,17.0,14.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,doing activism about climate change,41.0,1008.0,10.0,9.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,dancing ballet,42.0,1002.0,8.0,8.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,doing activism about gun control,43.0,1000.0,11.0,10.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,doing activism for freedom of speech,44.0,999.0,14.0,14.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,writing stories of thriller,45.0,999.0,13.0,13.0,9.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,beekeeping,46.0,986.0,10.0,10.0,10.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,playing chess,47.0,983.0,11.0,13.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,homebrewing,48.0,982.0,6.0,7.0,13.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,writing political essays,49.0,981.0,7.0,8.0,15.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,doing activism against corruption,50.0,977.0,11.0,12.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,writing poetry,51.0,973.0,12.0,16.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,studying stock markets and investing,52.0,973.0,11.0,13.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,rock climbing,53.0,971.0,10.0,12.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,playing solo non-competitive non-casual video games,54.0,968.0,13.0,15.0,10.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,doing astronomy,55.0,967.0,8.0,10.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,preaching religion,56.0,967.0,9.0,12.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,doing activism about social justice,57.0,953.0,11.0,15.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,doing activism about LGBT rights,58.0,953.0,8.0,14.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,playing saxophone,59.0,952.0,11.0,14.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,crazy,bad,studying AI,60.0,951.0,13.0,16.0,4.0
